	symbol	baseMean	FoldChange	log2FoldChange	lfcSE	stat	pvalue	padj	description
ENSG00000037042	TUBG2	406.020095742281	1.15524682065246	0.208201119077927	0.0968420630184717	2.14990379787979	0.0315628251648975	0.310710159590748	tubulin gamma 2
ENSG00000037474	NSUN2	3535.52299740332	0.922843402854797	-0.115842236931854	0.0537394874024721	-2.15562601228915	0.0311128797021576	0.309285816542533	NOP2/Sun RNA methyltransferase 2
ENSG00000038427	VCAN	577.973082151574	0.29101282896395	-1.7808453408098	0.529311014855017	-3.36445925142439	0.000766938084250053	0.080062412993363	versican
ENSG00000038532	CLEC16A	7169.53603718196	0.91883786164462	-0.122117789236476	0.0620102374025139	-1.96931658951406	0.048916747323019	0.3615472159008	C-type lectin domain containing 16A
ENSG00000039068	CDH1	345.378336171285	0.444601518399194	-1.16941521943464	0.592458131698582	-1.97383605164117	0.0484003880556204	0.360353426809025	cadherin 1
ENSG00000039123	MTREX	5623.29308604365	0.935917889007773	-0.0955461316573345	0.030725321990989	-3.1096869118363	0.00187285746945864	0.10889022073383	Mtr4 exosome RNA helicase
ENSG00000039523	RIPOR1	1093.72169365197	1.26647660717198	0.340820429574178	0.0898438076684628	3.79347712901769	0.000148552319534965	0.0419055089532615	RHO family interacting cell polarization regulator 1
ENSG00000040531	CTNS	297.757365535135	0.878525701740128	-0.186843601219874	0.0910376698716223	-2.05237679614772	0.0401330577983137	0.334984585995459	cystinosin, lysosomal cystine transporter
ENSG00000041515	MYO16	66.654788263856	0.640895612499404	-0.641838701527588	0.22863454182093	-2.8072691747089	0.0049963472795997	0.160946925142929	myosin XVI
ENSG00000042813	ZPBP	43.5079340944083	0.666451533436942	-0.585428133320462	0.207653969530217	-2.81924845763795	0.00481362426570474	0.157717387067547	zona pellucida binding protein
ENSG00000042980	ADAM28	17.4807935822806	0.426555765663231	-1.22919373063202	0.577071463179491	-2.13005461032422	0.0331671050523408	NA	ADAM metallopeptidase domain 28
ENSG00000047315	POLR2B	4457.80509030196	0.940112934967266	-0.0890940179582984	0.0361303947909211	-2.4659021434409	0.0136668665799993	0.23280325478029	RNA polymerase II subunit B
ENSG00000047410	TPR	7479.62128523171	0.939977469254355	-0.0893019182934383	0.033370312011988	-2.67608880196737	0.00744869061433189	0.186754158702916	translocated promoter region, nuclear basket protein
ENSG00000047578	KATNIP	1826.14697725151	0.943631255439266	-0.0837048898321997	0.0355892387323343	-2.35197191099652	0.0186741850475331	0.263431896597606	katanin interacting protein
ENSG00000047621	C12orf4	2457.56308915703	0.902827350216168	-0.147477970748888	0.0647021231850119	-2.27933742339774	0.02264701503971	0.278631683772863	chromosome 12 open reading frame 4
ENSG00000048052	HDAC9	12158.7991101584	0.753668594400434	-0.407997818501166	0.157444245957349	-2.5913796723425	0.0095591964180222	0.206937673351275	histone deacetylase 9
ENSG00000048462	TNFRSF17	882.727245893462	0.836607052842168	-0.257377934512957	0.130609171852982	-1.97059617530283	0.0487700844647428	0.361463536116174	TNF receptor superfamily member 17
ENSG00000048740	CELF2	24133.6955694525	0.89820322528887	-0.154886192297928	0.068088182105647	-2.27478818655496	0.0229186392464807	0.279295705313313	CUGBP Elav-like family member 2
ENSG00000048991	R3HDM1	11470.0973039817	0.936108038908212	-0.0952530499053757	0.0415589843185022	-2.29199657949698	0.0219058405565629	0.275379774700127	R3H domain containing 1
ENSG00000049167	ERCC8	2125.8140463967	0.893652948519071	-0.162213427527585	0.058176562075346	-2.7882951783486	0.0052986240981031	0.164477753103601	ERCC excision repair 8, CSA ubiquitin ligase complex subunit
ENSG00000049883	PTCD2	1004.53146555917	0.843197771087002	-0.246057041534126	0.0522745403226914	-4.70701492572125	2.5137050968836e-06	0.00425458552675866	pentatricopeptide repeat domain 2
ENSG00000050426	LETMD1	1364.15156150728	0.946516657505139	-0.079300199113065	0.0389064857333897	-2.03822569986086	0.0415273664570892	0.340727866534859	LETM1 domain containing 1
ENSG00000051620	HEBP2	234.981225744297	0.68366811751652	-0.548631947277354	0.19125356647458	-2.8686102821004	0.00412279442727371	0.150776581039623	heme binding protein 2
ENSG00000052749	RRP12	1182.69563476762	0.857228116099777	-0.222248925352953	0.103424019578928	-2.14891014928446	0.0316415231258184	0.310964723726188	ribosomal RNA processing 12 homolog
ENSG00000053770	AP5M1	1945.8979979836	0.887927734825699	-0.171485829180235	0.0606310853130965	-2.82834833476407	0.00467888652767504	0.157295481388085	adaptor related protein complex 5 subunit mu 1
ENSG00000054148	PHPT1	409.093920188319	1.15899122255384	0.212869640351286	0.0927174097062527	2.29589718938115	0.021681760497284	0.274401678814781	phosphohistidine phosphatase 1
ENSG00000054219	LY75	54.2571861055152	1.22878918701698	0.297237425936017	0.149115649115067	1.99333488939615	0.0462247883839493	0.354507776830545	lymphocyte antigen 75
ENSG00000054611	TBC1D22A	20688.9989083599	1.17732801631865	0.235516326822386	0.102351965297193	2.30104352308753	0.0213891711084174	0.274303540700993	TBC1 domain family member 22A
ENSG00000054967	RELT	1817.21518718295	1.13915824040979	0.18796816565681	0.0901316294334441	2.08548504934787	0.0370252938674598	0.325826863941661	RELT TNF receptor
ENSG00000055044	NOP58	4758.1016421485	0.92629474820067	-0.110456760899055	0.0452525881091963	-2.4408937812025	0.0146509633059186	0.240936994730185	NOP58 ribonucleoprotein
ENSG00000055163	CYFIP2	11679.7733181314	1.08888916305562	0.122857111035579	0.049003281303094	2.50712009009531	0.0121719349752673	0.223917513473227	cytoplasmic FMR1 interacting protein 2
ENSG00000056097	ZFR	6555.46011866462	0.936002391635842	-0.0954158787573568	0.0297090575262789	-3.21167639441129	0.00131962929833474	0.0971106913117541	zinc finger RNA binding protein
ENSG00000056277	ZNF280C	1174.94791268212	0.875313949410512	-0.192127532775546	0.0541935536083821	-3.54521008465165	0.0003923002781258	0.0656693421614321	zinc finger protein 280C
ENSG00000056586	RC3H2	3760.54831934804	0.9557787086196	-0.0652514651048745	0.0280352440945742	-2.32747982806053	0.0199397413887649	0.268798301393855	ring finger and CCCH-type domains 2
ENSG00000058272	PPP1R12A	10607.9258858764	0.937084100670642	-0.0937495633575205	0.0326223135201225	-2.87378647439253	0.00405583066197344	0.149957447752042	protein phosphatase 1 regulatory subunit 12A
ENSG00000058729	RIOK2	903.851604906588	0.929372922599846	-0.105670482532796	0.05071447845405	-2.08363539868677	0.0371933445354084	0.326551133895029	RIO kinase 2
ENSG00000059122	FLYWCH1	696.79595278191	1.12469668287976	0.169535976458486	0.0818620577468735	2.07099578394072	0.038359190055191	0.32806574749084	FLYWCH-type zinc finger 1
ENSG00000059691	GATB	1240.278763102	0.921574278138412	-0.117827644296393	0.0450574238146693	-2.61505506353498	0.00892130717667242	0.199054325404814	glutamyl-tRNA amidotransferase subunit B
ENSG00000059804	SLC2A3	1699.07363681582	1.59963989685759	0.677747169181904	0.266174091727611	2.54625521508486	0.0108885548267916	0.216252093450479	solute carrier family 2 member 3
ENSG00000059915	PSD	19.1930205524619	1.63976305381245	0.713487360095426	0.260502764143638	2.73888594787431	0.00616477553465206	NA	pleckstrin and Sec7 domain containing
ENSG00000060339	CCAR1	5017.76783881755	0.915776428264864	-0.126932663816766	0.0399651163142806	-3.17608643544494	0.00149276466255976	0.100764249325244	cell division cycle and apoptosis regulator 1
ENSG00000060491	OGFR	879.08900644933	1.0973485669378	0.134021862948226	0.0592980618346394	2.26013901300794	0.0238126245077784	0.283797968592826	opioid growth factor receptor
ENSG00000060558	GNA15	382.500220746573	1.60650500245331	0.683925473186135	0.262537674105087	2.60505649529133	0.00918591120048965	0.201272521749326	G protein subunit alpha 15
ENSG00000060709	RIMBP2	462.316065010052	0.26874574333407	-1.89568619086233	0.646271348400919	-2.93326664651444	0.0033541568839175	0.143120089111247	RIMS binding protein 2
ENSG00000061794	MRPS35	1558.11683527689	0.916962541144861	-0.125065295427296	0.0569247481587405	-2.19702852401803	0.028018409124166	0.298824227357773	mitochondrial ribosomal protein S35
ENSG00000064115	TM7SF3	3715.46835093183	0.898399030315262	-0.154571724317279	0.0696198777613318	-2.22022401198657	0.0264035651195312	0.291469533747049	transmembrane 7 superfamily member 3
ENSG00000064300	NGFR	5.50696127560525	2.50036416855824	1.32213823325179	0.486132150831494	2.71970950900977	0.00653392886047854	NA	nerve growth factor receptor
ENSG00000064313	TAF2	4179.21719994739	0.931660600505625	-0.102123611193596	0.0442424841412458	-2.30827027857573	0.0209841084482077	0.273673736294133	TATA-box binding protein associated factor 2
ENSG00000064547	LPAR2	116.416900923185	1.30992126821662	0.389480102322366	0.167035235753793	2.33172420516383	0.0197152046044158	0.268624071322956	lysophosphatidic acid receptor 2
ENSG00000064933	PMS1	3994.71199740041	0.914371436853162	-0.129147757557537	0.0544178349214683	-2.37326159234217	0.0176317715139927	0.257758901605231	PMS1 homolog 1, mismatch repair system component
ENSG00000064989	CALCRL	301.286133608482	0.722850132515377	-0.468231528608453	0.21487544608137	-2.17908345112238	0.0293254693998567	0.302040949106144	calcitonin receptor like receptor
ENSG00000065183	WDR3	1753.28900400926	0.908069718699499	-0.139125027590653	0.0651352417136686	-2.13594091202179	0.0326842303369032	0.314002846288696	WD repeat domain 3
ENSG00000065548	ZC3H15	2680.19300431991	0.945192281836768	-0.081320246152499	0.0341875058606239	-2.37865395867211	0.0173759791110239	0.256163752909604	zinc finger CCCH-type containing 15
ENSG00000065600	PACC1	1239.22577090786	0.867654713912273	-0.204807063314436	0.080636779769826	-2.53987155611928	0.011089318599411	0.217167053563606	proton activated chloride channel 1
ENSG00000065970	FOXJ2	622.098794134439	1.07313867763522	0.10183652214191	0.0518285586182207	1.964872743077	0.049428968178491	0.362868179403833	forkhead box J2
ENSG00000066336	SPI1	943.527082159596	1.08991631295739	0.124217364803639	0.0595736927537708	2.08510433148828	0.0370598311802386	0.325901448082153	Spi-1 proto-oncogene
ENSG00000066654	THUMPD1	1510.02021668528	0.931996201870585	-0.101604019357203	0.0515779084808354	-1.96991352208388	0.0488482824292121	0.361463536116174	THUMP domain containing 1
ENSG00000066923	STAG3	839.773625700785	1.35534000485969	0.438654816001798	0.176895523762946	2.47973949069299	0.0131478402601751	0.231390662589341	stromal antigen 3
ENSG00000067057	PFKP	5991.99532596459	1.17214038354897	0.229145367133206	0.110253628886314	2.07834761946462	0.0376773534509089	0.327363584533076	phosphofructokinase, platelet
ENSG00000067082	KLF6	2166.74896028996	1.14538278349647	0.195829823268386	0.0951417691762746	2.05829495250988	0.0395618284277175	0.331976500578018	Kruppel like factor 6
ENSG00000067191	CACNB1	382.731550402719	1.14267256672024	0.192412057932334	0.0693896307020409	2.77292235144688	0.0055555375136373	0.166262284764709	calcium voltage-gated channel auxiliary subunit beta 1
ENSG00000067208	EVI5	2495.98817857519	0.819548653260259	-0.287098496101058	0.122156626315664	-2.35024905942612	0.0187608530744382	0.263815590260975	ecotropic viral integration site 5
ENSG00000067225	PKM	26464.8924616877	1.15066574220214	0.202468804710318	0.0921741556010126	2.19658974242986	0.0280497594688636	0.298824227357773	pyruvate kinase M1/2
ENSG00000067248	DHX29	1549.77009742128	0.915805674002543	-0.126886591428673	0.0562650493038469	-2.25515827318394	0.0241233960037237	0.284200844025307	DExH-box helicase 29
ENSG00000067334	DNTTIP2	1346.24884901229	0.88884101597874	-0.170002702796036	0.083928799763399	-2.02555860771613	0.0428100368666751	0.345405345121855	deoxynucleotidyltransferase terminal interacting protein 2
ENSG00000067365	METTL22	761.184120153085	1.11461097824984	0.156540268279774	0.0558695623940964	2.801888211967	0.00508044745833821	0.161904719943234	methyltransferase 22, Kin17 lysine
ENSG00000067533	RRP15	1243.99998316823	0.870462792229156	-0.200145463425372	0.0779195255385697	-2.56861758387249	0.0102105065587147	0.212590230917489	ribosomal RNA processing 15 homolog
ENSG00000068028	RASSF1	890.233448715132	1.15064627290498	0.202444394062586	0.0610020943612648	3.31864661668296	0.00090454822213748	0.0850554510359273	Ras association domain family member 1
ENSG00000068137	PLEKHH3	617.444439705997	1.28505532426955	0.361830471739137	0.103217857512824	3.5055026374112	0.000455745985990315	0.0680764729488726	pleckstrin homology, MyTH4 and FERM domain containing H3
ENSG00000068305	MEF2A	18585.2922769628	1.11591848293727	0.158231643155011	0.0794459330268161	1.99168965768961	0.0464051191782726	0.354776083989081	myocyte enhancer factor 2A
ENSG00000068383	INPP5A	5357.87199340182	1.19286250065841	0.254427755480194	0.110863692952501	2.2949601326126	0.0217354091470079	0.274401678814781	inositol polyphosphate-5-phosphatase A
ENSG00000068654	POLR1A	4232.4543861993	0.887051361366881	-0.172910454121963	0.0766143326318136	-2.25689434577367	0.0240146774447681	0.283797968592826	RNA polymerase I subunit A
ENSG00000068724	TTC7A	5184.09005915185	1.08800353627747	0.121683245707441	0.0453727515042061	2.6818573190599	0.00732146790015933	0.185819401762964	tetratricopeptide repeat domain 7A
ENSG00000069345	DNAJA2	2026.59031934306	0.894658633499687	-0.160590783127391	0.0409465034262878	-3.92196572819673	8.78294870119898e-05	0.0304069676284918	DnaJ heat shock protein family (Hsp40) member A2
ENSG00000069424	KCNAB2	7075.91993322018	1.14234185791029	0.191994457099468	0.0654885201639832	2.93172691364401	0.00337083012218452	0.143394964316251	potassium voltage-gated channel subfamily A regulatory beta subunit 2
ENSG00000069702	TGFBR3	692.140435879772	0.587524421742615	-0.767279273176229	0.372513512414771	-2.05973541255575	0.0394238420477603	0.331791925919079	transforming growth factor beta receptor 3
ENSG00000069998	HDHD5	888.901353706301	1.26378193150494	0.337747544624298	0.11831189447392	2.85472180228463	0.00430745421419416	0.152031579467163	haloacid dehalogenase like hydrolase domain containing 5
ENSG00000070087	PFN2	70.4656675921193	0.68681206696667	-0.542012707847784	0.275433140383334	-1.96785581827022	0.0490846295840241	0.36226073762279	profilin 2
ENSG00000070501	POLB	940.984175539981	0.903744853653276	-0.146012568181877	0.0618749203053936	-2.35980212113742	0.0182846853526773	0.261531091058529	DNA polymerase beta
ENSG00000070785	EIF2B3	2292.71477287215	0.875192283826355	-0.192328076289028	0.0868113488248428	-2.21547158168322	0.0267277128335221	0.292856440770714	eukaryotic translation initiation factor 2B subunit gamma
ENSG00000071282	LMCD1	162.64313279459	1.73222504612369	0.792626373387604	0.37476229160384	2.11501101136794	0.0344290088288571	0.319001315506726	LIM and cysteine rich domains 1
ENSG00000071994	PDCD2	1122.24943120041	0.931299062652331	-0.102683568432503	0.0446404887605999	-2.30023396435418	0.0214349685750371	0.274303540700993	programmed cell death 2
ENSG00000072121	ZFYVE26	3570.96869671047	0.861234992880415	-0.215521155979735	0.0617471460921385	-3.49038246493427	0.00048232972419896	0.0680764729488726	zinc finger FYVE-type containing 26
ENSG00000072210	ALDH3A2	972.353420378177	0.782826909573624	-0.353234745615089	0.116845997566467	-3.02307954890926	0.00250216459994445	0.127476499501518	aldehyde dehydrogenase 3 family member A2
ENSG00000072401	UBE2D1	910.83276535955	0.859168924683846	-0.21898628151663	0.0656628419760447	-3.33501071422588	0.000852961127805149	0.0839996384653243	ubiquitin conjugating enzyme E2 D1
ENSG00000072756	TRNT1	2090.34871095916	0.911203464583069	-0.134154862407503	0.0495123129147117	-2.70952525765851	0.00673795746945445	0.180700374542886	tRNA nucleotidyl transferase 1
ENSG00000072786	STK10	8948.5953718544	1.07882614863482	0.109462395214703	0.0376854444634706	2.90463325491112	0.00367683651346505	0.145609028145681	serine/threonine kinase 10
ENSG00000072818	ACAP1	2487.67118918322	1.13403693063308	0.181467623325694	0.067610341883193	2.68402167880184	0.00727423892686845	0.185623710810454	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1
ENSG00000073417	PDE8A	6899.57650017049	1.21773045873396	0.28419483202762	0.111796997566316	2.54206139891226	0.0110200813188567	0.216605030619542	phosphodiesterase 8A
